title,url,authors,year,journal,abstract,citations
Data-drivendesign-by-analogy: state-of-the-art and future directions,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/144/2/020801/1114347,S Jiang,2022.0,asmedigitalcollection.asme.org,"… titled “Identifying Candidates forDesign-by-Analogy” [30], we … “designbyanalogyandlearning” system (IDEAL) [57]. Such newly identified studies directly referencedesign-by-analogy…",85
Identifying candidates fordesign-by-analogy,https://www.sciencedirect.com/science/article/pii/S016636151000179X,PA Verhaegen,2011.0,Elsevier,… Only cross-domaindesign-by-analogyis characterized by little or no attributional similarity …considered within domaindesign-by-analogy. The termdesign-by-analogycould therefore be …,114
Bio-inspired design: an overview investigating open questions from the broader field ofdesign-by-analogy,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/136/11/111102/375236,K Fu,2014.0,asmedigitalcollection.asme.org,… unify the broaderdesign-by-analogyresearch literature with … research from the largerdesign-by-analogyperspective. We … with current findings indesign-by-analogycognition work and …,204
Design by analogy: A study of the WordTree method for problem re-representation,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/134/4/041009/475511,JS Linsey,2012.0,asmedigitalcollection.asme.org,"… This paper presents a new method for increasing engineering innovation throughdesign-by-analogy. …Next, the WordTreedesign-by-analogymethod is presented along with the guiding …",267
A quantitative similarity metric fordesign-by-analogy,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/124/2/173/456643,DA McAdams,2002.0,asmedigitalcollection.asme.org,"… todesign-by-analogytechniques. The majority of successfuldesign-by-analogyefforts in …As pointed out by Huhns 5, to developdesign-by-analogysystems, an analytical similarity …",229
Design-by-analogy: experimental evaluation of a functional analogy search methodology for concept generation improvement,https://link.springer.com/article/10.1007/s00163-014-0186-4,K Fu,2015.0,Springer,"…Design-by-analogyhas been shown to be an effective means in achieving innovation and… their roles indesign-by-analogy. The related works indesign-by-analogywill be discussed, …",148
The impact of designers' goals ondesign-by-analogy,https://www.sciencedirect.com/science/article/pii/S0142694X17300261,L Alipour,2017.0,Elsevier,… Selection of source is an important step indesign-by-analogy. The aim of this study is to …Participants consist of 130 architecture students involved in adesign-by-analogypractice. The …,41
Increasing innovation: presentation and evaluation of the wordtreedesign-by-analogymethod,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2008/21/329328,JS Linsey,2008.0,asmedigitalcollection.asme.org,"…Design-by-analogyis a powerful tool in creative design, but … to as the WordTreeDesign-by-AnalogyMethod, for identifying … in assisting engineers indesign-by-analogy. Unexpected and …",166
Wordtrees: A method fordesign by analogy,https://peer.asee.org/wordtrees-a-method-for-design-by-analogy,J Linsey,2008.0,peer.asee.org,"… FormalDesign-by-AnalogyMethods Currently, few formal methods exist to supportdesign-by-analogy. Most methods either provide little guidance on identifying the analogies or …",62
Design-by-analogy: Effects of exploration-based approach on analogical retrievals and design outcomes,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/144/6/061401/1133488,H Song,2022.0,asmedigitalcollection.asme.org,"This paper presents VISION (Visual Interaction tool for Seeking Inspiration based onNonnegative Matrix Factorization), a computationaldesign-by-analogy(DbA) tool that enables …",18
Function baseddesign-by-analogy: a functional vector approach to analogical search,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/136/10/101102/375952,J Murphy,2014.0,asmedigitalcollection.asme.org,…Design-by-analogyis a powerful approach to augment … While the concept ofdesign-by-analogyhas been known for … provides relevant sources ofdesign-by-analogyinspiration. As a …,136
[BOOK][B]Design-by-analogyand representation in innovative engineering concept generation,https://search.proquest.com/openview/3354df7a9ff418b6cd1df2c6098313e2/1?pq-origsite=gscholar&cbl=18750,JS Linsey- 2007,2007.0,search.proquest.com,"…Design-by-analogyis an important tool for engineers seeking innovative solutions todesign … in seeking analogies, the WordTreeDesign-by-AnalogyMethod, was created based …",147
Increasing innovation: A trilogy of experiments towards adesign-by-analogymethod,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2007/145/355705,JS Linsey,2007.0,asmedigitalcollection.asme.org,…Designbyanalogyis a noted approach for conceptual design. This paper seeks to developa robustdesign-byanalogy… of representation on thedesign-by-analogyprocess. The first two …,66
Fundamental studies inDesign-by-Analogy: A focus on domain-knowledge experts and applications to transactional design problems,https://www.sciencedirect.com/science/article/pii/S0142694X1300080X,DP Moreno,2014.0,Elsevier,… These include directed methods and techniques such asDesign-by-Analogy. Similartechniques and methods are needed to understand creative cognition in the area of service …,202
A step beyond to overcome design fixation: adesign-by-analogyapproach,https://link.springer.com/chapter/10.1007/978-3-319-14956-1_34,DP Moreno,2015.0,Springer,"… The study then explores the relevant ideation approach ofDesign-by-Analogy(DbA) toovercome design fixation, with a fixation experiment of 73 knowledge-domain experts. The study …",72
[PDF][PDF]Effects of analogous product representation ondesign-by-analogy,https://www.designsociety.org/download-publication/25500/Effects+of+Analogous+Product+Representation+on+Design-By-Analogy,JS Linsey,2007.0,designsociety.org,"… appropriate representations facilitatedesign-by-analogy. A … ,design-by-analogymethods,anddesign-by-analogytools. … experimental evaluation of thedesign-by-analogymethods. …",51
Overcoming design fixation:Design by analogystudies and nonintuitive findings,https://www.cambridge.org/core/journals/ai-edam/article/overcoming-design-fixation-design-by-analogy-studies-and-nonintuitive-findings/038760839BBBEFC08F146457A77BBE51,DP Moreno,2016.0,cambridge.org,"… This study also describes the results of twodesignbyanalogy(DbA) methods, WordTreeand SCAMPER, to overcome design fixation in an experiment that involved 97 knowledge-…",90
Design by analogy: achieving more patentable ideas from one creative design,https://link.springer.com/article/10.1186/s10033-018-0234-5,LZ Jia,2018.0,Springer,"… Indesignbyanalogy, it’sa challenge to retrieve appropriate analogs, meaning that it is alsodifficult to find the alternative contexts where the source design could be transferred. In this …",30
Data-drivendesign-by-analogy: state of the art,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2021/85376/1128454,S Jiang,2021.0,asmedigitalcollection.asme.org,…Design-by-Analogyis a design methodology that draws inspiration from a source domainto a target domain to generate new solutions to problems or designs in the target domain …,3
Characterizing the effect of domain distance indesign-by-analogy,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2011/141/354166,R Lopez,2011.0,asmedigitalcollection.asme.org,…Design-by-analogyis a powerful tool to generate novel ideas. The present work exploresthe use of distant-domain analogies. Analogies from distant domains have a greater potential …,42
Design by analogy: synectics and knowledge acquisition network,https://link.springer.com/chapter/10.1007/978-3-319-50938-9_27,S Koziołek- … Conference on Renewable Energy Sources-Research …,2016.0,Springer,Truly successful engineers and inventors not only use their domain-specific knowledge;they also utilize knowledge from other domains as well as the large body of heuristics and …,12
"Design-by-analogy: exploring for analogical inspiration with behavior, material, and component-based structural representation of patent databases",https://asmedigitalcollection.asme.org/computingengineering/article-abstract/19/2/021014/726231,H Song,2019.0,asmedigitalcollection.asme.org,"…Design-by-analogyinvolves the retrieval of analogies from a … To facilitatedesign-by-analogyin practice, several … Unfortunately, our understanding ofdesign-by-analogypractice is …",32
Biomimicry:Design by analogyto biology,https://www.tandfonline.com/doi/full/10.1080/08956308.2017.1373052,EB Kennedy- Research-Technology Management,2017.0,Taylor & Francis,… to solve technical challenges is calleddesignbyanalogy. It is a technique widely applied …designbyanalogylooking to a more distant domain for solutions—biology.Designbyanalogy…,55
Creativedesign by analogy,https://link.springer.com/content/pdf/10.1007/978-1-4471-3717-7_15?pdf=chapter%20toc,L Qian - Engineering Design Synthesis: Understanding …,2002.0,Springer,"… a basis upon which we can reason about adesignbyanalogy. A function does not necessarily …The central idea ofdesignbyanalogyis to capture this one-to-many mapping, in order to …",12
Characterizing the effects of multiple analogs and extraneous information for novice designers indesign-by-analogy,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/140/3/031101/367657,HI Song,2018.0,asmedigitalcollection.asme.org,"… This study examines how the quantity of ideas and analog transfer indesign-by-analogy(DbA)are affected by multiple analogs and extraneous information, or noise, using a between-…",14
An exploration-based approach to computationally supporteddesign-by-analogyusing D3,https://www.cambridge.org/core/journals/ai-edam/article/an-explorationbased-approach-to-computationally-supported-designbyanalogy-using-d3/C7E30B5F904EB02B802BE33FDFEB16E1,H Song,2020.0,cambridge.org,"Computational support fordesign-by-analogy(DbA) is a growing field, as it aids the processfor designers looking to draw inspiration from external sources by harnessing the power of …",18
Use of biological phenomena indesign by analogy,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2004/46962a/167/306287,TW Mak,2004.0,asmedigitalcollection.asme.org,"… First presented will be terminology and related work in analogical reasoning, followed byexisting work indesignbyanalogy. Next described is how biomimetic design fits into the …",49
Quantitative measures fordesign by analogy,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2000/191/1093586,DA McAdams,2000.0,asmedigitalcollection.asme.org,… In this paper a quantitative measure fordesign-by-analogyis developed. This measure is …todesign-by-analogytechniques. The majority of successfuldesign-by-analogyefforts in …,77
Use of design patterns in analogy-based design,https://www.sciencedirect.com/science/article/pii/S1474034604000163,AK Goel,2004.0,Elsevier,Design patterns specify generic relations among abstract design elements. We hypothesizethat design patterns are productive units of analogical transfer in design. We describe a …,161
Dimensions of product similarity indesign by analogy: An exploratory study,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2019/V007T06A010/1070201,AS Gill,2019.0,asmedigitalcollection.asme.org,"… asked to select, from a set of options, other products that they considered could be usefulreferences for their task, if those options were offered by a hypotheticaldesign-by-analogyweb…",10
On the effective use ofdesign-by-analogy: The influences of analogical distance and commonness of analogous designs on ideation performance,https://www.designsociety.org/publication/30665/ON+THE+EFFECTIVE+USE+OF+DESIGN-BY-ANALOGY%3A+THE+INFLUENCES+OF+ANALOGICAL+DISTANCE+AND+COMMONNESS+OF+ANALOGOUS+DESIGNS+ON+IDEATION+PERFORMANCE,J Cagan,2011.0,designsociety.org,… provide evidence thatdesign-byanalogycan confer benefits … of tools and methods to supportdesign-by-analogy. Given the … of the art for computationaldesign-by-analogytools has not …,11
Design-by-analogyusing the wordtree method and an automated wordtree generating tool,https://oaktrust.library.tamu.edu/items/9408c7eb-1757-4439-8f58-4c08d2801919,EV Oriakhi,2012.0,oaktrust.library.tamu.edu,… in the application toDesign-by-Analogyin engineering. Recommendations for further workadvancing the WordTree Method and contributions toDesign-by-Analogyare presented in …,16
Establishing functional concepts vital fordesign by analogy,https://ieeexplore.ieee.org/abstract/document/7344193/,M Tomko,2015.0,ieeexplore.ieee.org,"… orDesign-by-Analogy(DbA) presents this opportunity for growth within the engineeringdomain. Amidst the complexity among the engineering domains,Design-by-Analogyoffers the …",8
[PDF][PDF]Design by Analogy: A Proposed Model,https://www.researchgate.net/profile/Hung-Hsiang-Wang/publication/354240018_Design_by_Analogy_A_Proposed_Model/links/633b13b09cb4fe44f3fb8a78/Design-by-Analogy-A-Proposed-Model.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,HH Wang- Journal of Automation and Control Engineering Vol,2019.0,researchgate.net,… Abstract—This paper introduces a new model ofDesignbyAnalogy(DbA) and demonstratesits applications to a smart bed for preventing the elderly’s falls. Integrating three theories of …,0
The meaning of “near” and “far”: the impact of structuring design databases and the effect of distance of analogy on design output,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/135/2/021007/375727,K Fu,2013.0,asmedigitalcollection.asme.org,"… Then, we discuss the computational design tools that have been created to facilitatedesign-by-analogy, and the technical foundation of the computational method we use for aiding in …",351
Design by Analogyin Engineering Education: A Method to Improve Creative Ideas,https://library.iated.org/view/SANCIBRIAN2019DES,R Sancibrian,2019.0,library.iated.org,"… In this case,Designby-Analogyis a well-known approach that can be used in engineering. It… engineering students where Word-treedesignbyanalogyapproach has been used. One of …",3
Design-by-Analogy: proposta para um modelo de ferramenta computacional de auxílio ao processo de design,https://lume.ufrgs.br/handle/10183/172857,PE Corrêa,2017.0,lume.ufrgs.br,"… Diante disso, o campoDesign-by-Analogy(DbA) é uma abordagem no design que utilizaos processos de analogias para estimular a geração de ideias na busca por soluções …",3
Beyond analogy: A model of bioinspiration for creative design,https://www.cambridge.org/core/journals/ai-edam/article/beyond-analogy-a-model-of-bioinspiration-for-creative-design/8C4F32ED7B963760935C6643DD4C9C58,CF Salgueiredo,2016.0,cambridge.org,… tions of biological systems in a structure–behavior–function model were developed usinga platform that has algorithms for indexing and retrieving these models:designbyanalogyto …,67
"The potential ofdesign-by-analogymethods to support product, service and product service systems idea generation",https://www.designsociety.org/publication/37830/the_potential_of_design-by-analogy_methods_to_support_product_service_and_product_service_systems_idea_generation,DP Moreno Grandas,2015.0,designsociety.org,… To enhance designer’s analogical capabilities and support the development of solutions ina continuous and consistent manner severalDesign-by-Analogy(DbA) methods have been …,15
Facilitatingdesign-by-analogy: Development of a complete functional vocabulary and functional vector approach to analogical search,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2014/V02AT03A010/255976,J Murphy,2014.0,asmedigitalcollection.asme.org,"…Design-by-analogyis an effective approach to innovative concept generation, but can be …This approach thereby provides relevant sources ofdesign-by-analogyinspiration. Although …",15
Design-by-analogy: A characteristic tree method for geotechnical engineering,https://www.sciencedirect.com/science/article/pii/S0926580517310993,ZJ You,2018.0,Elsevier,"Geotechnical engineers frequently usedesign-by-analogymethods to promote innovativedesign solutions, or reuse existing design schemes. However, this approach has not yet …",11
[BOOK][B]Discovering and exploring structure in design databases and its role in stimulatingdesign by analogy,https://search.proquest.com/openview/1512836388f8e15c20470967456ea491/1?pq-origsite=gscholar&cbl=18750,KK Fu- 2012,2012.0,search.proquest.com,"… Analogical Distance A large area of exploration in the study ofdesignbyanalogy, andthe focus of this work, is analogical distance. In the literature, analogical distance is typically …",15
[PDF][PDF]Analogy seeded mind-maps: A simple and quickdesign-by-analogymethod,https://peer.asee.org/23547.pdf,KS Marshall,2015.0,peer.asee.org,"… ofdesign-by-analogy, few formalized methods exist to assist designers in the process ofdesign-by-analogy. …Design-by-analogyusing the Function and Flow Basis analyzes design …",4
Analogy Seeded Mind-Maps: Testing of a NewDesign-by-AnalogyTool,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2014/V007T07A042/256898,KS Marshall,2014.0,asmedigitalcollection.asme.org,"… ofdesign-by-analogy, few formalized methods exist to assist designers in the process ofdesign-by-analogy. …Design-by-analogyusing the Function and Flow Basis analyzes design …",2
Discovery of mental metadata used for analogy formation in function-based design,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/138/10/101110/376203,RM Arlitt,2016.0,asmedigitalcollection.asme.org,"… This overall understanding as it applies to engineering design inspired many researchprojects in the areas of case-based reasoning anddesign-by-analogy(DBA) (eg, Refs. [2–5]), …",13
Modality and representation in analogy,https://www.cambridge.org/core/journals/ai-edam/article/modality-and-representation-in-analogy/F567723948DE2E845EDF1E048C87D9EF,JS Linsey,2008.0,cambridge.org,"… To further explore the effects of representation on analogy use for real-world problems andto expand the knowledge base from which adesignbyanalogymethod will be created, we …",258
Identifying trends in analogy usage for innovation: a cross-sectional product study,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/136/11/111109/375198,P Ngo,2014.0,asmedigitalcollection.asme.org,"… as an ideation technique,design-by-analogyis the subject of … and classroom assessmentsofdesign-by-analogy[7,8], few … would greatly inform howdesign-by-analogyshould be taught …",9
"Exploring Two Phases ofDesign-by-Analogy"" Multiple Solutions"" and"" Multiple Analogies""",https://oaktrust.library.tamu.edu/items/2905ce4e-faa5-470d-8a7b-41e74afad4db,A Gadwal,2010.0,oaktrust.library.tamu.edu,… Idea generation anddesign-by-analogyare core …design-by-analogyprocess and helpdesigners understand the process better. This thesis explores two phases ofdesign-byanalogyin …,1
Establishing analogy categories for bio-inspired design,https://www.mdpi.com/2411-9660/2/4/47,JKS Nagel,2018.0,mdpi.com,"… Investigation of bio-inspired design literature from the lens ofdesign-by-analogyclassifiedthe current state of bio-inspired design research, and reported novices have a more difficult …",41
The meaning of “near” and “far”: the impact of structuring design databases and the effect of distance of analogy on design output,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2012/877/253618,K Fu,2012.0,asmedigitalcollection.asme.org,"… A large area of exploration in the study ofdesign-by-analogy[1416], and the focus of thiswork, is analogical distance. In the literature, analogical distance is typically operationalized …",33
Overcoming cognitive challenges in bioinspired design and analogy,https://link.springer.com/chapter/10.1007/978-1-4471-5248-4_9,JS Linsey,2013.0,Springer,… Bioinspired design is a specific type ofdesignbyanalogy… bioinspired design anddesignbyanalogyface a number of … cognitive description of thedesignbyanalogyprocess and the …,34
Testing the Basis for an AutomatedDesign-by-AnalogyTool Through Comparison to Expert Thinking,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2013/55928/255833,K Fu,2013.0,asmedigitalcollection.asme.org,"… For brevity, we do not dive deeply into thedesignbyanalogyliterature, here. Most relevantto the current context, the literature finds that the distance of analogies to the current design …",4
Analogical thinking: An introduction in the context of design,https://www.cambridge.org/core/journals/ai-edam/article/analogical-thinking-an-introduction-in-the-context-of-design/04B58C66108E065AC575E174246C5BAC,AK Goel,2015.0,cambridge.org,"… Yet, theories, techniques, and tools of analogical design (sometimes also calleddesignbyanalogy) so far have been much more limited. If we look at the current theories of analogical …",10
Differences between beginning and advanced students using specific analogical stimuli duringdesign-by-analogy,https://www.cambridge.org/core/journals/proceedings-of-the-design-society/article/differences-between-beginning-and-advanced-students-using-specific-analogical-stimuli-during-designbyanalogy/00D36345840A1B50F5A334C8171B2330,J Xu,2021.0,cambridge.org,"… Before the formal experiment, thedesign-by-analogymethod and process were explained… thedesign-by-analogy. The second stage is the thinking stage. The stage lasted for 10 min. …",1
Design-by-Analogy: proposta para um modelo de ferramenta computacional de auxílio ao processo de design,https://dspace.uevora.pt/rdpc/handle/10174/26247,P Ermida,2017.0,dspace.uevora.pt,"… Palavras-chave:Design-by-Analogy, Processo de Design, Software.Design-by-Analogy:Proposal … Thus, theDesign-by-Analogy(DbA) field is a design approach that uses analogous …",0
