title,url,authors,year,journal,abstract,citations
[BOOK][B]Case-based reasoning: An overview,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7f7a3d24ec540df852a0e182f4b436579739b356,JL Kolodner,1991,Citeseer,…Case-basedreasoningis the technique of solving new … ) is a hallmark ofcase-basedreasoning.Each case can contain a … the development of thecase-basedreasoning(CBR) paradigm …,36
Case-based reasoning–survey and future directions,https://link.springer.com/chapter/10.1007/10703016_4,B Bartsch-Spörl,1999,Springer,… This paper surveys the eld ofcase-basedreasoning(CBR) - both in science and in industrialapplications. It starts with a short introduction to the essential ideas and concepts CBR is …,97
Case-based reasoningfoundations,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/casebased-reasoning-foundations/2469775D6B5DB5D14FDBCAD9BDE554DF,MM Richter,2005,cambridge.org,"A basic observation is thatcase-basedreasoninghas roots in different disciplines: cognitivescience, knowledge representation and processing, machine learning and mathematics. As …",90
Case-based reasoningfor medical decision support tasks: The Inreca approach,https://www.sciencedirect.com/science/article/pii/S0933365797000389,KD Althoff,1998,Elsevier,… systems based on the new technology ofcase-basedreasoning. This work is based on the… One goal was to start fromcase-basedreasoningtechnology for technical diagnosis and `…,106
Combining a neural network withcase-based reasoningin a diagnostic system,https://www.sciencedirect.com/science/article/pii/S0933365796003594,EB Reategui,1997,Elsevier,"… a new approach for integratingcase-basedreasoning(CBR) with … , and to build explanationsfor thereasoningcarried out. The NN-… ofreasoning. Copyright 0 1997 Elsevier Science BV …",108
ACase‐Based Reasoningsystem for complex medical diagnosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-0394.2012.00618.x,S Chattopadhyay,2013,Wiley Online Library,"ACase‐BasedReasoning(CBR) system for medical diagnosis mimics the way doctors makea diagnosis. Given a new case, its accuracy in practice depends on successful retrieval of …",90
Applyingcase-based reasoningtechniques in GIS,https://www.tandfonline.com/doi/abs/10.1080/136588199241436,A Holt- International Journal of Geographical Information …,1999,Taylor & Francis,… This paper investigates whethercase-basedreasoningcould be gainfully integrated witha GIS. It outlines a GIS-AI-hybrid called the spatialreasoningsystem (SRS). CBR could o er a …,95
Case-based reasoning,https://www.sciencedirect.com/science/article/pii/B9780124438750500288,C Tsatsoulis,2000,Elsevier,Publisher SummaryCase-basedreasoning(CBR) is both a problem-solving methodologyand a theory ofreasoningand memory that is based on how humans reason from experience. …,27
Case-based reasoningin scheduling: reusing solution components,https://www.tandfonline.com/doi/abs/10.1080/002075497194237,P Cunningham,1997,Taylor & Francis,… We start by introducing the components of `case-basedreasoning’ (CBR) and we describea CBR solution to a `travelling salesman problem’ in order to illustrate the use of CBR in …,108
Case-based reasoningapproach in bid decision making,https://ascelibrary.org/doi/abs/10.1061/(ASCE)0733-9364(2001)127:1(35),DKH Chua,2001,ascelibrary.org,…Case-basedreasoning(CBR) is a subbranch of artificial intelligence. It solves new … Thispaper presents acase-basedreasoningbidding system that helps contractors with the dynamic …,241
Problem-based learning meetscase-based reasoningin the middle-school science classroom: Putting learning by design (tm) into practice,https://www.tandfonline.com/doi/abs/10.1207/S15327809JLS1204_2,JL Kolodner,2003,Taylor & Francis,… from experience suggested bycase-basedreasoning(CBR; … by promoting the kinds ofreasoningsuggested by CBR. We … knowledge and scientificreasoningskills to be successful. …,1691
[BOOK][B]Case-basedapproximatereasoning,https://books.google.com/books?hl=en&lr=&id=w1yE7YZEv2QC&oi=fnd&pg=PR5&dq=case-based+reasoning&ots=4d2abt0ZdN&sig=r04defV6BDbo95p9CIbXyH1l29s,E Hüllermeier- 2007,2007,books.google.com,"… More specifically, we combinecase-basedreasoningwith probabilistic methods as …reasoningtechniques. This way, we hope to contribute to a solid foundation ofcase-basedreasoning…",168
Usingk-d trees to improve the retrieval step incase-based reasoning,https://link.springer.com/chapter/10.1007/3-540-58330-0_85,S Wess,1994,Springer,… Retrieval of cases is one important step within thecase-basedreasoningparadigm. We …The presented approach is fully implemented and used within twocase-basedreasoning…,245
Rough set approach tocase-based reasoningapplication,https://www.sciencedirect.com/science/article/pii/S0957417403001684,CC Huang,2004,Elsevier,"… Thecase-basedreasoningbecomes a novel paradigm that … Furthermore, the similarity testingofcase-basedreasoningis … Through a rough set based approach,case-basedreasoning…",114
Case-based reasoningin care-partner: Gathering evidence for evidence-based medical practice,https://link.springer.com/chapter/10.1007/BFb0056345,I Bichindaritz,1998,Springer,"…reasoning, rule-basedreasoningand information retrieval to solve problems. The role ofcase-basedreasoning…Case-basedreasoningpermits to refine and complete the knowledge of …",166
Case-based reasoningsystem and artificial neural networks: A review,https://link.springer.com/article/10.1007/PL00009897,D Chen,2001,Springer,"… The basic idea behind CBR is thatreasoningand problem-solving … In this way,casebasedreasoningprovides a new method for …Case-basedreasoningis also an important approach of …",88
Case-based reasoning: a categorized bibliography,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/casebased-reasoning-a-categorized-bibliography/63853F7C053FFEA8F28977C89BCFC6CD,F Marir,1994,cambridge.org,"…Case-BasedReasoning(CBR) is a freshreasoning… otherreasoningparadigms such asmodel-basedreasoning. As a result of this, and because of its resemblance to humanreasoning…",79
Cost estimation during design step: parametric method versuscase based reasoningmethod,https://elibrary.ru/item.asp?id=1000504,P Duverlie,1999,elibrary.ru,"During the design step, 80% of the cost of a product is committed. Therefore, it is essential togive the designer efficient cost estimation methods. This paper deals with the comparison of …",393
Advancements and Trends in MedicalCase-Based Reasoning: An Overview of Systems and System Development.,https://cdn.aaai.org/FLAIRS/2004/Flairs04-034.pdf,M Nilsson,2004,cdn.aaai.org,"Case-BasedReasoning(CBR) is a recognised and well established method for buildingmedical systems. In this paper, we identify strengths and weaknesses of CBR in medicine. …",158
Distributedcase-based reasoning,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/distributed-casebased-reasoning/35FA8D4BA31406ADEFD94B8D3E02FDC4,E Plaza,2005,cambridge.org,… Distribution of resources withincase-basedreasoning(CBR) architectures is beneficial in avariety of application contexts. This article briefly discusses some of the approaches that fall …,101
Case-based reasoningsystem for fault diagnosis of aero-engines,https://www.sciencedirect.com/science/article/pii/S0957417422007047,M Chen,2022,Elsevier,"… In this study, we developed acase-basedreasoning(CBR) system with a highly accuratenovel similarity measure for fault diagnosis of aero-engines by retrieving similar fault cases. …",64
"Similarity, uncertainty andcase-based reasoningin PATDEX",https://link.springer.com/content/pdf/10.1007/978-94-011-3488-0_12?pdf=chapter%20toc,MM Richter,1991,Springer,…case-basedreasoningapproach that is used by PATDEX/2 is comparable to the memory-basedreasoning… In PATDEX/2 we combine thecase-basedreasoningapproach for diagnosis …,139
What's hot incase-based reasoning,https://ojs.aaai.org/index.php/AAAI/article/view/10643,A Goel,2017,ojs.aaai.org,"… techniques, research oncase-basedreasoningappears to be …case-basedreasoningbased partly on the recent Twenty Fourth International Conference onCase-BasedReasoning…",50
SupportingCase-Based Reasoningwith Neural Networks: An Illustration for Case Adaptation.,https://proceedings.aaai-make.info/AAAI-MAKE-PROCEEDINGS-2021/paper1.pdf,D Leake,2021,proceedings.aaai-make.info,… The paper first highlights the complementary strengths ofcase-basedreasoningand neural… to supportcase-basedreasoning. It then sketches the steps of thecase-basedreasoning …,43
[BOOK][B]Precedents andcase-based reasoningin the European Court of Justice: unfinished business,https://books.google.com/books?hl=en&lr=&id=bhP7AgAAQBAJ&oi=fnd&pg=PR11&dq=case-based+reasoning&ots=eY7bM2jq81&sig=ij_kLa0kM0c9ImKwFNqofC9Gl-Q,M Jacob,2014,books.google.com,"… Marc Jacob's detailed analysis of the use of precedents andcase-basedreasoningin theCourt uses methods such as doctrinal scholarship, empirical research, institutional analysis, …",136
"Case-based reasoning: concepts, features and soft computing",https://link.springer.com/article/10.1023/B:APIN.0000043556.29968.81,SCK Shiu,2004,Springer,"… Whenever stored past cases are being retrieved and adapted,case-basedreasoningis …humanreasoning. As there are many situations where we, as humans, use a form ofcase-based…",116
Ranking-ordercase-based reasoningfor financial distress prediction,https://www.sciencedirect.com/science/article/pii/S0950705108000956,H Li,2008,Elsevier,This paper addresses a new method of financial distress prediction usingcase-basedreasoning(CBR) with financial ratios derived from financial statements. The aim of this work …,207
Examining the feasibility of acase-based reasoningmodel for software effort estimation,https://www.jstor.org/stable/249573,T Mukhopadhyay,1992,JSTOR,"… , we propose that thecasebasedapproach evidenced by the … We developed acase-basedreasoningmodel, called Estor, … the theory underlying thecase-basedreasoningapproach. …",328
A knowledge-based risk management tool for construction projects usingcase-based reasoning,https://www.sciencedirect.com/science/article/pii/S0957417421002177,O Okudan,2021,Elsevier,"… Thus, this study aims to bridge these gaps by developing a knowledge-based RM tool (namely,CBRisk) viacase-basedreasoning(CBR). CBRisk has been developed as a web-based …",166
Combinations ofcase-based reasoningwith other intelligent methods,https://journals.sagepub.com/doi/abs/10.3233/HIS-2009-0096,J Prentzas,2009,journals.sagepub.com,"… In this paper, we briefly outline popularcase-basedreasoningcombinations. Morespecifically, we focus on combinations ofcase-basedreasoningwith rule-basedreasoning, soft …",51
"Comparison of construction cost estimating models based on regression analysis, neural networks, andcase-based reasoning",https://www.sciencedirect.com/science/article/pii/S0360132304000812,GH Kim,2004,Elsevier,"… Therefore,case-basedreasoningsystems have been proposed as an alternative to an …[12] proposed a prototype system, NIRMANI, based oncase-basedreasoningfor supporting …",757
"Design, innovation andcase-based reasoning",https://www.cambridge.org/core/journals/knowledge-engineering-review/article/design-innovation-and-casebased-reasoning/B772918624B39C525FC5CFC0233CA002,AK Goel,2005,cambridge.org,"… ofcase-basedreasoning. In this paper, we briefly review the challenges that design poses forcase-basedreasoningand survey research oncase-based… tocase-basedreasoningitself. …",78
A formalization of argumentation schemes for legalcase-based reasoningin ASPIC+,https://academic.oup.com/logcom/article-abstract/25/5/1141/937102,H Prakken,2015,academic.oup.com,… HYPO representedreasoningwith legal cases as the … cases and embedded thecase-basedreasoningwithin a structure of … The model ofcasebasedreasoningused in this article is …,126
An application of rule-based andcase-based reasoningwithin a single legal knowledge-based system,https://dl.acm.org/doi/abs/10.1145/277339.277344,K Pal,1997,dl.acm.org,"… employs tworeasoningmethods, rule-basedreasoning(RBR) andcase-basedreasoning(…It automates the estimation of the relative suitability of thesereasoningmethods for any given …",60
Case-based reasoningas a tool for materials selection,https://www.sciencedirect.com/science/article/pii/S0261306900001059,R Amen,2001,Elsevier,… In the presented studycase-basedreasoning(CBR) is used as a tool for selection of thematerial and heat treatment process from a database containing material properties of a number …,103
Combining data mining andcase-based reasoningfor intelligent decision support for pathology ordering by general practitioners,https://www.sciencedirect.com/science/article/pii/S0377221707010806,ZY Zhuang,2009,Elsevier,… discussed in this paper are data mining andcase-basedreasoning(CBR). Data mining is…Case-basedreasoningcan be utilized to solve a new problem by remembering a previous …,147
Integration of ART-Kohonen neural network andcase-based reasoningfor intelligent fault diagnosis,https://www.sciencedirect.com/science/article/pii/S0957417403001696,BS Yang,2004,Elsevier,"… This paper presents a new approach for integratingcase-basedreasoning(CBR) with an …is credible, and to build explanations for thereasoningcarried out. ART-KNN, synthesizing the …",172
CBRFlow: Enabling adaptive workflow management through conversationalcase-based reasoning,https://link.springer.com/chapter/10.1007/978-3-540-28631-8_32,B Weber,2004,Springer,"… This paper is based on the idea of integrating workflow management andcase-basedreasoning… AI planning, especially mixedinitiativecase-basedplanning (eg, NaCoDAE/HTN [28], …",180
Case-based reasoningfor production scheduling,https://www.sciencedirect.com/science/article/pii/S0925527397001412,G Schmidt- International journal of production economics,1998,Elsevier,… of Artificial Intelligence under the namecase-basedreasoning. It tries to solve …case-basedreasoningtakes advantage from analogies between cases. We mergecase-basedreasoning…,85
Modelling a decision-support system for oncology using rule-based andcase-based reasoningmethodologies,https://www.sciencedirect.com/science/article/pii/S1386505604001649,D Rossille,2005,Elsevier,… This paper presents the modelling of acase-basedretrieval which is designed to supporttherapeutic decisions in cases that do not or cannot comply with recommended guidelines. No …,99
Saxex: Acase‐based reasoningsystem for generating expressive musical performances,https://www.tandfonline.com/doi/abs/10.1080/09298219808570746,JL Arcos,1998,Taylor & Francis,… The two basic mechanisms used bycase-basedReasoning (CBR…Case-basedreasoningtechniques are appropriate on problems … Thereasoningphase is performed usingcase-based…,191
Protein docking usingcase‐based reasoning,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.24433,AW Ghoorah,2013,Wiley Online Library,"… To model 3D protein complexes by domain–domain homology, we have developed acase-basedreasoningapproach called KBDOCK which systematically identifies and reuses …",137
Mining competent case bases forcase-based reasoning,https://www.sciencedirect.com/science/article/pii/S0004370207000938,R Pan,2007,Elsevier,"…Case-basedreasoningrelies heavily on the availability of a … improve the competence ofcase-basedreasoning. In this paper… for the error bound incase-basedreasoning, and propose a …",76
Promoting transfer throughcase-based reasoning: Rituals and practices in learning by design classrooms,https://sites.cc.gatech.edu/projects/lbd/htmlpubs/promotingtransfer.html,JL Kolodner,2003,sites.cc.gatech.edu,…case-basedreasoningcan help us redefine transfer as spontaneous reminding and use ofprevious experience inreasoning… the natural use ofcase-basedreasoningwill increase our …,244
Usingcase-based reasoningto evaluate supplier environmental management performance,https://www.sciencedirect.com/science/article/pii/S0957417403000423,P Humphreys,2003,Elsevier,This paper outlines the development of a knowledge-based system (KBS) which integratesenvironmental factors into the supplier selection process. The system employs both case-…,290
A new hybridcase-based reasoningapproach for medical diagnosis systems,https://link.springer.com/article/10.1007/s10916-014-0009-1,DA Sharaf-El-Deen,2014,Springer,"…case-basedreasoningand rule-basedreasoning, and also applies the adaptation processautomatically by exploiting adaptation rules. Both adaptation rules andreasoning…reasoning…",86
Explainablecase-based reasoning: a survey,https://www.dfki.de/fileadmin/user_upload/import/11918_AAAI___Explainable_Agency_in_Artificial_Intelligence_Workshop17.pdf,JM Schoenborn,2021,dfki.de,"… In the next section, we will introduce explainablecase-basedreasoning, and the methodologywe used for of our literature review. Interested readers can use our taxonomy to more …",32
Acase-based reasoningsystem for aiding detection and classification of nosocomial infections,https://www.sciencedirect.com/science/article/pii/S0167923616300161,HJ Gómez-Vallejo,2016,Elsevier,"… In this context, the present work introduces acase-basedreasoningsystem for the automaticsurveillance and diagnosis of healthcare-associated infections. The developed system …",85
Case-based reasoningand TRIZ: A coupling for innovative conception in Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S0255270108000949,GC Robles,2009,Elsevier,"… This approach usescase-basedreasoning(CBR) method to model, to capture, to store and… specificallycase-basedreasoning(CBR) in this article, are more efficient than TRIZ theory. …",117
Monitoring elderly people at home with temporalcase-based reasoning,https://www.sciencedirect.com/science/article/pii/S0950705117303477,E Lupiani,2017,Elsevier,This paper presents a study of why and howCase-BasedReasoning(CBR) can be used inthe long term to help elderly people living alone in a Smart Home. The work focuses on the …,45
Structured cases incase-based reasoning—re-using and adapting cases for time-tabling problems,https://www.sciencedirect.com/science/article/pii/S0950705100000575,EK Burke,2000,Elsevier,"… In this paper, we present acase-basedreasoning(CBR) approach solving educationaltime-tabling problems. Following the basic idea behind CBR, the solutions of previously solved …",113
Design issues in fuzzycase-based reasoning,https://www.sciencedirect.com/science/article/pii/S016501149900055X,TY Slonim,2001,Elsevier,… This paper focuses on the aspect of case representation incase-basedreasoningsystems. We introduce an augmentation in which each case is weighted individually over an …,123
Stratifiedcase-based reasoning: Reusing hierarchical problem solving episodes,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=efadffb2cde8a0244dc751ef51a595a2be893d62,LK Branting,1995,Citeseer,"… assistcasebasedretrieval, matching, and adaptation. We describe the motivation for theintegration ofcase-basedreasoningwith … Our results show that stratifiedcase-basedreasoning…",125
Acase‐based reasoningapproach to the make or buy decision,https://www.emerald.com/insight/content/doi/10.1108/09576060010335573/full/html,RT McIvor,2000,emerald.com,… The system employs bothcase‐basedreasoning(CBR) and decision support systemcomponents including multi‐attribute analysis (MAA) and sensitivity analysis. As part of the …,160
A multi-agents based E-maintenance system withcase-based reasoningdecision support,https://www.sciencedirect.com/science/article/pii/S0952197603000794,R Yu,2003,Elsevier,"… The protocol of negotiation for multi-agents and the “Case-BasedReasoning”-based decisionsupport function within this system are discussed, emphasised at the service maintenance …",151
Case-based reasoningin IVF: Prediction and knowledge mining,https://www.sciencedirect.com/science/article/pii/S0933365797000377,I Jurisica,1998,Elsevier,"… Given the unpredictability of the task, we propose to use acase-basedreasoningsystem that… The article describes the TA3 IVF system—acase-basedreasoningsystem which relies on …",150
An empirical study of predicting software faults withcase-based reasoning,https://link.springer.com/article/10.1007/s11219-006-7597-z,TM Khoshgoftaar,2006,Springer,"… We present a software fault prediction modeling approach withcase-basedreasoning (CBR),a part of the computational intelligence field focusing on automatedreasoningprocesses. …",118
A hybrid case adaptation approach forcase-based reasoning,https://link.springer.com/article/10.1007/s10489-007-0044-4,CA Policastro,2008,Springer,… AbstractCase-BasedReasoningis a methodology for problem solving based on past …One of the major challenges inCase-BasedReasoningis the development of an efficient …,52
Case-based reasoningfor construction hazard identification: Case representation and retrieval,https://ascelibrary.org/doi/abs/10.1061/(ASCE)CO.1943-7862.0000093,YM Goh,2009,ascelibrary.org,… This paper proposes acase-basedreasoning(CBR) approach to construction hazardidentification that facilitates systematic feedback of past knowledge in the form of incident cases …,117
Reasoningby coordination: an integration ofcase-basedand rule-basedreasoningsystems,https://www.sciencedirect.com/science/article/pii/095070519390025O,RTH Chi,1993,Elsevier,… Thecasebasedreasoningapproach uses previous … Acasebasedreasoningsystem is areasoningsystem which … ible incorrect lines ofreasoningmay be avoided. The main process of …,41
Utility-oriented matching: A new research direction forcase-based reasoning,https://www.wi2.uni-trier.de/shared/publications/2001_bergmannrichter.pdf,R Bergmann,2001,wi2.uni-trier.de,"…Case-BasedReasoningresearch has reached a state where a large number of basicproblems seems to be “solved”. However, techniques originally developed for CBR applications …",133
Ceaselesscase-based reasoning,https://link.springer.com/chapter/10.1007/978-3-540-28631-8_22,FJ Martín,2004,Springer,"… To the best of our knowledge, only a fewcase-basedapproaches to intrusion detection havebeen published [17,18]. Esmaili et al proposed aCase-BasedIntrusion Detection System (…",28
Data mining forcase-based reasoningin high-dimensional biological domains,https://ieeexplore.ieee.org/abstract/document/1458705/,N Arshadi,2005,ieeexplore.ieee.org,"… Abstract—Case-basedreasoning(CBR) is a suitable paradigm for class discovery in … Toextend the capabilities of CBR, we propose the mixture of experts forcase-basedreasoning(…",126
Integrating hybrid rule-based withcase-based reasoning,https://link.springer.com/chapter/10.1007/3-540-46119-1_25,J Prentzas,2002,Springer,"… In this paper, we present an approach integrating neurule-based andcase-basedreasoning. Neurules are a kind of hybrid rules that combine a symbolic (production rules) and a …",82
Conversationalcase-based reasoningin medical decision making,https://www.sciencedirect.com/science/article/pii/S0933365711000480,D McSherry - Artificial Intelligence in Medicine,2011,Elsevier,"…case-basedreasoning(CCBR). For example, test selection in CCBR is often based onstrategies in which the absence of a specific hypothesis (eg, diagnosis) to be confirmed makes it …",51
"Understanding similarity: A joint project for psychology,case-based reasoning, and law",https://link.springer.com/article/10.1023/A:1006512431942,U Hahn,1998,Springer,"…Case-basedReasoning(CBR) began as a theory of human cognition, but has attracted … ,focussing on similarity in human and artificialcase-basedreasoningin law. We argue that CBR, …",96
A dynamiccase-based reasoningsystem for responding to infectious disease outbreaks,https://www.sciencedirect.com/science/article/pii/S0957417422009368,J Duan,2022,Elsevier,"Infectious diseases are a global public health problem, which requires timely and effectiveresponses. This study proposes a novel model that contributes to the development of such …",26
Usingcase‐based reasoningto predict the outcome of construction litigation,https://onlinelibrary.wiley.com/doi/abs/10.1111/0885-9507.00157,D Arditi,1999,Wiley Online Library,"… In this study,case-basedreasoning(CBR) is used to predict the outcome of constructionlitigation tried in Illinois circuit courts. These circuit court cases are organized in 43 input …",92
A model of a decision support system based oncase‐based reasoningfor third‐party logistics evaluation,https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0394.00244,J Yan,2003,Wiley Online Library,… acase-basedreasoningmodel framework is postulated for a 3PL evaluation and selectionsystem. This work further expands upon the theoretical basis of this system and itsreasoning…,125
Case-based reasoningwith confidence,https://link.springer.com/chapter/10.1007/3-540-44527-7_3,W Cheetham- … inCase-Based Reasoning: 5th European Workshop …,2000,Springer,… Acase-basedreasoningsystem can produce both a solution and an estimate of the … valuefrom information generated during thecase-basedreasoningprocess. This confidence value …,61
Preliminary cost estimation model usingcase-based reasoningand genetic algorithms,https://ascelibrary.org/doi/abs/10.1061/(ASCE)CP.1943-5487.0000054,KJ Kim,2010,ascelibrary.org,… This study proposes a preliminary cost estimation model usingcase-basedreasoning(CBR)and genetic algorithm (GA). In measuring similarity and retrieving similar cases from a case …,141
Cased-basedreasoningfor medical knowledge-based systems,https://www.sciencedirect.com/science/article/pii/S1386505601002210,R Schmidt,2001,Elsevier,"…Case-BasedReasoningmeans to retrieve former, already solved problems similar to thecurrent one and to attempt to modify their solutions to fit for the current problem (Fig. 1 shows …",247
Global optimization ofcase-based reasoningfor breast cytology diagnosis,https://www.sciencedirect.com/science/article/pii/S0957417407005155,H Ahn,2009,Elsevier,"… However, unfortunately, there has been no approach to optimize feature weights, relevantinstances, and the number of neighbors that combine simultaneously incase-basedreasoning…",115
Acase-based reasoningcost estimating model using experience by analytic hierarchy process,https://www.sciencedirect.com/science/article/pii/S036013230600165X,SH An,2007,Elsevier,"… Acase-basedreasoningmodel is proposed, where experience is included in all processes… closer to the original aim of thecase-basedreasoningmodel, for solving new problems using …",280
ACase-Based ReasoningApproach to Imitating RoboCup Players.,https://cdn.aaai.org/FLAIRS/2008/FLAIRS08-064.pdf,MW Floyd,2008,cdn.aaai.org,… Determining feature weights in an automated fashion has been successful in othercase-basedreasoningdomains (Stahl 2005; Stahl & Gabel 2003) and we apply a similar method…,125
How to use contextual knowledge in medicalcase-based reasoningsystems: a survey on very recent trends,https://www.sciencedirect.com/science/article/pii/S0933365710001181,S Montani- Artificial intelligence in medicine,2011,Elsevier,"OBJECTIVES: This paper aims at systematizing the ways in which the contextual knowledgeembedded in the case library can support decision making, withincase-basedreasoning(…",59
Acase based reasoningapproach on supplier selection in petroleum enterprises,https://www.sciencedirect.com/science/article/pii/S0957417410014181,K Zhao,2011,Elsevier,"Petroleum is an important strategic material which is connected with the vitals and safety ofthe national economy, and the supplier selections are related to the safety of petroleum …",130
A retrieval strategy forcase-based reasoningusing similarity and association knowledge,https://ieeexplore.ieee.org/abstract/document/6516061/,YB Kang,2013,ieeexplore.ieee.org,"… Abstract—Retrieval is a key phase incase-basedreasoning… Mishra, “Case-basedreasoningand data mining integrated method for the diagnosis of some neuromuscular disease,” Int. J…",64
Building real estate valuation models with comparative approach throughcase-based reasoning,https://www.sciencedirect.com/science/article/pii/S1568494618300358,IC Yeh,2018,Elsevier,"The purpose of this study is to propose an innovative real estate valuation approach calledQuantitative Comparative Approach, which can estimate correction coefficients to overcome …",155
HowCase-Based ReasoningExplains Neural Networks: A Theoretical Analysis of XAI UsingPost-HocExplanation-by-Example from a Survey of ANN-CBR Twin …,https://link.springer.com/chapter/10.1007/978-3-030-29249-2_11,MT Keane,2019,Springer,"… Specifically, we review the pairing of artificial neural networks Footnote 1 (ANNs) withcase-basedreasoning(CBR) systems where the explanatory cases of the latter are used to …",146
Expertclerk: a conversationalcase-based reasoningtool fordeveloping salesclerk agents in e-commerce webshops,https://link.springer.com/article/10.1023/A:1020757023711,H Shimazu - Artificial Intelligence Review,2002,Springer,"… ConversationalCase-basedReasoning(CCBR) has been used successfully toimproveknowledge management in corporate activities as a problemsolver. In our past research, we …",165
Developingcase-based reasoningfor structural design,https://ieeexplore.ieee.org/abstract/document/506753/,ML Maher,1996,ieeexplore.ieee.org,"… , it can be applied to the development of thereasoningsystem itself. Toward that end, thisarticle presents four “cases” ofcase-basedbuilding design systems that we’ve developed at …",99
"Justification, stability and relevance forcase-based reasoningwith incomplete focus cases",https://dl.acm.org/doi/abs/10.1145/3594536.3595136,D Odekerken,2023,dl.acm.org,"… In order to enable precedent-basedreasoningwith incomplete … Then, we define stabilityforcase-basedreasoning, where … relevance for precedent-basedreasoningin Section 3. We …",14
Injection molding manufacturing process: Review ofcase-based reasoningapplications,https://link.springer.com/article/10.1007/s10845-019-01481-0,MR Khosravani,2020,Springer,"… In this paper, we review the application of one such method,case-basedreasoning(CBR),to injection molding. CBR is an AI approach for knowledge representation and manipulation …",140
Automatic parameter tuning with a Bayesiancase-based reasoningsystem. A case of study,https://www.sciencedirect.com/science/article/pii/S0957417408001292,R Pavón,2009,Elsevier,…Case-basedreasoningsystemsCase-basedreasoningis an automatedreasoningprocessakin to human intuition in that we resolve problems based on our previous experiences. …,73
An exercise in formalising teleologicalcase-based reasoning,https://link.springer.com/article/10.1023/A:1019536206548,H Prakken- Artificial Intelligence and Law,2002,Springer,… challenge to model legalcase-basedreasoningnot just in terms … to capture HYPO-stylecase-basedreasoningin terms of a … shall apply this system to teleologicalcase-basedreasoning. …,101
Extendingcase-based reasoningwith traces,https://www.researchgate.net/profile/Bruno-Mascret/publication/303129726_Extending_case-based_reasoning_with_traces/links/5745a48208ae9f741b42c866/Extending-case-based-reasoning-with-traces.pdf,A Cordier,2009,researchgate.net,"…reasoning. This requires a certain plasticity from both systems and associated interfaces. Yet,the lack of flexibility is a limitation of currentcase-basedreasoning(… successfulreasoning…",38
Case-based reasoningand imaging procedure selection,https://journals.lww.com/investigativeradiology/abstract/1994/06000/case_based_reasoning_and_imaging_procedure.9.aspx,CE Kahn Jr,1994,journals.lww.com,… DiscussionCase-basedreasoninghas been applied experimentally in medicine to clinical… Our results indicate thatcase-basedreasoningcan be applied successfully to the task of se…,57
Learning HAZOP expert system bycase-based reasoningand ontology,https://www.sciencedirect.com/science/article/pii/S0098135408002111,J Zhao,2009,Elsevier,"… ofcase-basedreasoning(CBR) and ontology that can help automate “non-routine” HAZOPanalysis. PetroHAZOP consists of four modules including case base module, CBR engine …",126
Reducing the memory size of a fuzzycase-based reasoningsystem applying rough set techniques,https://ieeexplore.ieee.org/abstract/document/4033000/,F Fernandez-Riverola,2006,ieeexplore.ieee.org,… of techniques to automate thereasoningcycle of CBR systems … embedded in theirreasoningstages have difficulty in … rule system employed in ourcase-basedforecasting platform called …,196
A context model for knowledge-intensivecase-based reasoning,https://www.sciencedirect.com/science/article/pii/S1071581997901749,P Öztürk,1998,Elsevier,"… of integratedreasoningbehaviour where onereasoningparadigm is supported by another.In our case,case-basedreasoningis supported by explanation-basedreasoningwhen the …",90
Exploring new roles forcase-based reasoningin heterogeneous AI systems for medical decision support,https://link.springer.com/article/10.1007/s10489-007-0046-2,S Montani- Applied Intelligence,2008,Springer,"…case-basedreasoningin the health sciences workshop, international conference oncasebasedreasoning(… In: Proceedings of the of the third workshop oncasebasedreasoningin the …",92
Interactivecase-based reasoningin sequential diagnosis,https://link.springer.com/article/10.1023/A:1008355024844,D McSherry - Applied Intelligence,2001,Springer,"… , represent the majority of applications ofcase-basedreasoning(CBR). An analysis is …We argue that mixed-initiative dialogue, explanation ofreasoning, and sensitivity analysis …",98
Fuzzycase-based reasoningfor coping with construction disputes,https://www.sciencedirect.com/science/article/pii/S0957417408001929,MY Cheng,2009,Elsevier,… This section addresses the approach taken in developing acase-basedreasoningmodelthat combined fuzzy-set theory to create a new tool for similarity measurement. …,95
Dynamiccase-based reasoningfor process operation support systems,https://www.sciencedirect.com/science/article/pii/S0952197699000044,Q Xia,1999,Elsevier,"… itsreasoningefficiency may be low, and the knowledge is usually difficult to obtain.Case-basedreasoningis areasoning…Case-basedreasoningcreates a solution to a new problem by …",57
Measures of solution accuracy incase-based reasoningsystems,https://link.springer.com/chapter/10.1007/978-3-540-28631-8_9,W Cheetham,2004,Springer,"… This paper describes how aCase-BasedReasoning(CBR) [1, 9] system can be constructedto provide a measure of its solution accuracy that says when it is confident in its answer, …",84
