title,url,authors,year,journal,abstract,citations
[BOOK][B]Human facial expression: An evolutionary view,https://books.google.com/books?hl=en&lr=&id=TtrWAgAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=44QS3M9M4G&sig=nvm_OKGzlx0YaKD1z-2jqGq3QCY,AJ Fridlund- 2014,2014,books.google.com,"… Oken's student Huschke extended hisreasoningin an 1821 doctoral …analogousto theanus (Piderit, 1886, p. 6). One wonders if the mouth's actual relation to the anus was notanalogy…",2562
Attack detection and identification in cyber-physical systems,https://ieeexplore.ieee.org/abstract/document/6545301/,F Pasqualetti,2013,ieeexplore.ieee.org,… Ananalogousreasoningshows that the existence of undetectable attacks for a noise-freesystem implies the existence of undetectable attacks for the same system driven by noise. The …,2417
Darwin's mistake: Explaining the discontinuity between human and nonhuman minds,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/darwins-mistake-explaining-the-discontinuity-between-human-and-nonhuman-minds/1A691DDE0CB2C0E76213BA9B1F4D1780,DC Penn,2008,cambridge.org,"… significantly more difficult for chimpanzees than isreasoningin terms of object-based cues… werereasoningon the basis of a general, systematic understanding of theanalogybetween …",1716
[BOOK][B]The language of metaphors,https://www.taylorfrancis.com/books/mono/10.4324/9780203210000/language-metaphors-andrew-goatly,A Goatly- 1997,1997,taylorfrancis.com,"… to enclose supplied material • InAnalogies, where the lexical details of RootAnalogiesaregiven: (x): x… So there is another importantreasonfor studying metaphor: it demonstrates, in an …",2812
"[BOOK][B]Human communication as narration: Toward a philosophy ofreason, value, and action",https://books.google.com/books?hl=en&lr=&id=VXAvEAAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=pO5ChTZ1bg&sig=zo1DSjY8fZRHoaKlS9oJcFOaUmo,WR Fisher,2021,books.google.com,… What is the nature ofreasonand rationality in these experiences? What is the role ofvalues in human decision making and action? How canreasonand values be assessed? In …,4280
[BOOK][B]Rationality andreasoning,https://www.taylorfrancis.com/books/mono/10.4324/9780203027677/rationality-reasoning-jonathon-st-evans-david,JSBT Evans,2013,taylorfrancis.com,"… the psychological literature onreasoningand decision …reasoningand decision making, theinfluence of prior beliefs on thinking, and the argument that apparently non-logicalreasoning…",1733
Analogiesand metaphors in clinical medicine,https://www.sciencedirect.com/science/article/pii/S1470211824026022,G Masukume,2012,Elsevier,… seen in clinical practice toanalogousstates seen in real life. … Metaphors relating to familiaranalogousitems make … This experience was related to day-to-dayanalogousitems seen at …,66
"Risk as analysis and risk as feelings: Some thoughts about affect,reason, risk and rationality",https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324/9781849776677-3&type=chapterpdf,P Slovic,2013,api.taylorfrancis.com,"… The gambling studies suggested ananalogousexperiment with life saving. In the contextof a decision pertaining to airport safety, we asked people to evaluate the attractiveness of …",5438
[CITATION][C]The stanford-binet intelligence scales,,GH Roid,2012,"The Guilford Press New York, NY …",,2729
The practice of co-operative inquiry: Research 'with'rather than 'on'people,https://books.google.com/books?hl=en&lr=&id=oSTkb90xof0C&oi=fnd&pg=PA144&dq=Analogy+Reasoning&ots=3s3ohbLCPV&sig=wJfA4UIRdgNSQfGZhxinzylB4SY,J Heron,2006,books.google.com,"… them, to a greater or lesser degree, to beanalogousor partial co -subjects. So the …analogousco-subjects, in the action phases, in this form of practice (Heron andReason, 1985;Reason…",2179
Revisiting the Swiss cheese model of accidents,https://www.eurocontrol.int/sites/default/files/library/017_Swiss_Cheese_Model.pdf,JReason,2006,eurocontrol.int,"… The Swiss cheeseanalogyis useful to think about the complexity of failure, and, conversely,about the effort it takes to make and keep a system … But theanalogyitself does not explain: …",472
"[BOOK][B]The man ofreason:"" Male"" and"" female"" in western philosophy",https://www.taylorfrancis.com/books/mono/10.4324/9780203423240/man-reason-genevieve-lloyd,G Lloyd,2002,taylorfrancis.com,"… ofreason’s maleness to any positive reconstruction of either a new feminizedreasonor a newfeminine alternative toreason. But I … Nature is construed not byanalogywith an organism, …",3946
Inherent trade-offs in the fair determination of risk scores,https://arxiv.org/abs/1609.05807,J Kleinberg,2016,arxiv.org,"… Applying strictlyanalogousreasoningbut to the fractions 1 − pσ of people in the negativeclass, we can write condition (B), that members of the negative class should receive the same …",2372
[BOOK][B]The predictive mind,https://books.google.com/books?hl=en&lr=&id=5QD2AQAAQBAJ&oi=fnd&pg=PP2&dq=Analogy+Reasoning&ots=F9V0zfcssQ&sig=OIT9elBbRnt0BK11pSAw3Fgsrec,J Hohwy- 2013,2013,books.google.com,"… for the brain,analogousin many respects to our everydayreasoningabout cause and effect…The problem of perception is a problem because it is not easy toreasonfrom only the known …",2952
[BOOK][B]Causal inference in statistics: A primer,https://books.google.com/books?hl=en&lr=&id=I0V2CwAAQBAJ&oi=fnd&pg=PR9&dq=Analogy+Reasoning&ots=9Bo2zBZKij&sig=8isu8GOz5oudpjEOMGJRmoqRq24,J Pearl,2016,books.google.com,"… So, thereasonthe drug appears to be harmful overall is that, if we select a drug user at …developing lung cancer for smokers compare to theanalogousprobability for nonsmokers? …",2431
[BOOK][B]Thinking in time: The uses of history for decision makers,https://books.google.com/books?hl=en&lr=&id=zsLyWT70YSEC&oi=fnd&pg=PT2&dq=Analogy+Reasoning&ots=qTOsQrR9NL&sig=Alw6kabpjNAQ3JbLMaLfWOlDcKw,RE Neustadt,2011,books.google.com,"… Reagan's legislative strategy group, dominated by veterans of those administrations,reasoningfromanalogy-for the one and only time in this affair-saw Howard Baker's hopedfor …",2290
[BOOK][B]The bounds of sense: An essay on Kant's critique of purereason,https://www.taylorfrancis.com/books/mono/10.4324/9780429447075/bounds-sense-peter-strawson-lucy-allais,P Strawson,2018,taylorfrancis.com,"… for theAnalogieswhich still …Analogies, he finds in these sections thoughts which arefascinating in themselves and, in my view, exceptionally helpful for making sense of theAnalogies, …",3438
[BOOK][B]Intelligent virtue,https://books.google.com/books?hl=en&lr=&id=VAFREAAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=5t5yuQX_th&sig=HBRlmpxD-dlo-Wn4ip9VjUs1Pk0,J Annas,2011,books.google.com,"…reasoningof the virtuous person isanalogous, in important ways (which I will bring out in turn)to the practicalreasoning… aspects of virtue that the skillanalogyilluminates. The project is …",1804
[BOOK][B]The early growth of logic in the child: Classification and seriation,https://www.taylorfrancis.com/books/mono/10.4324/9781315009667/early-growth-logic-child-barbel-inhelder-jean-piaget,B Inhelder,2013,taylorfrancis.com,"… Overt classifications are comparatively rare in thereasoningof young children, and so, forthat matter, in everyday adultreasoning. But the kind ofanalogysometimes loose, sometimes …",3282
[BOOK][B]Scientificreasoning: the Bayesian approach,https://books.google.com/books?hl=en&lr=&id=3JusAwAAQBAJ&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=EuvO-jXFCJ&sig=5mkmur3ni0ZybyqdYNopmdIOgRk,C Howson,2006,books.google.com,"… The thesis we propound in this book is that scientificreasoningisreasoningin accordancewith the calculus of probabilities. In Chapter 2 we introduce that calculus, along with the princi…",3375
[BOOK][B]Stress and emotion: A new synthesis,https://books.google.com/books?hl=en&lr=&id=mATTP46QIp4C&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=n9TpwPcc2u&sig=61T0fPwythWI1vDerlsYu-Ks9xw,RS Lazarus,2006,books.google.com,"… a searching analysis of the premises andreasoningthat underlie Richard Lazarus's ideasabout … Load isanalogousto an external stress stimulus, and strain isanalogousto the stress …",9948
[BOOK][B]Emerging minds: The process of change in children's thinking,https://books.google.com/books?hl=en&lr=&id=lb-hjI0Et8kC&oi=fnd&pg=PR9&dq=Analogy+Reasoning&ots=0MtMNHDrHt&sig=cTgBDJNlYZFDodTKoYUnm7e-wZw,RS Siegler- 1998,1998,books.google.com,"… To avoid false impressions, I should clarify early-on the senses in which I believeanalogiesto … A straightforwardreasonfor the slipperiness of theseanalogiesinvolves a fundamental …",2461
[BOOK][B]Cognitive foundations of natural history: Towards an anthropology of science,https://books.google.com/books?hl=en&lr=&id=ITW9tzQMQr4C&oi=fnd&pg=PR9&dq=Analogy+Reasoning&ots=dUIOBJ4nGc&sig=1o-x1xDh_qgTHqMn2TkbOGofeNA,S Atran- 1993,1993,books.google.com,"… In this way, formativeanalogiesbecome prime constituents of scientific abstraction and law…theanalogywere essentially common sense ""givens."" That is areasonwhy theanalogywas …",1865
[BOOK][B]The value of science: essential writings of Henri Poincaré,https://books.google.com/books?hl=en&lr=&id=1Xm-Uv0-JvsC&oi=fnd&pg=PT13&dq=Analogy+Reasoning&ots=sEsQ9v5EKB&sig=MMyoaT16oSyZcC5mV0OxgWXpEWQ,H Poincaré,2012,books.google.com,… ;reasoningcan only give us immediately evident truths borrowed from direct intuition; it wouldonly be an intermediary parasite. Should we not therefore havereasonfor … Foranalogous…,2298
[BOOK][B]The need for roots: Prelude to a declaration of duties towards mankind,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203193518&type=googlepdf,S Weil,2003,api.taylorfrancis.com,"… For ananalogousreason, moreover, the Socialist Party cannot live side by side with theCommunist Party, because the latter’s party character is, as it were, marked to a so much greater …",1864
Intelligence withoutreason,https://www.taylorfrancis.com/chapters/edit/10.4324/9781351001885-2/intelligence-without-reason-rodney-brooks,RA Brooks- The artificial life route to artificial intelligence,2018,taylorfrancis.com,"…reasoningare to be handled (eg, the subfield of knowledge representation), and the sorts ofthings that thought andreasoningdo (… be obtained for hisanalogyprogram, which compared …",3555
"Arguments, more than confidence, explain the good performance ofreasoninggroups.",https://psycnet.apa.org/record/2014-23811-001,E Trouche,2014,psycnet.apa.org,"… When participants understand the arguments supporting the good answer to a problem,they might be able to recreate these arguments when presented with ananalogousproblem. …",182
[BOOK][B]Psychology of intelligence analysis,https://books.google.com/books?hl=en&lr=&id=rRXFhKAiG8gC&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=RERkLYxYoN&sig=NTnHzKjk8ilIETcngA_Eh1AuHjs,RJ Heuer,1999,books.google.com,"… Much psychological research on perception, memory, attention span, andreasoningcapacity… Physically, the brain consists of roughly 10 billion neurons, eachanalogousto a computer …",2406
[BOOK][B]Metaphor and thought,https://books.google.com/books?hl=en&lr=&id=QiJRvuXA_VcC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=ddflCYDnRG&sig=45P2B-FA9lmsW9vWKxRBV2tg5Uk,A Ortony- 1993,1993,books.google.com,"… For thisreason, literal language has often been thought the … They see this process as beinganalogousto the account of … Green maintains thatreasonand inference are normally quite …",5528
[BOOK][B]Critique of DialecticalReason: Theory of practical ensembles,https://books.google.com/books?hl=en&lr=&id=uIvcQ0EmYpwC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=cCxFyDfbne&sig=WWT-syDKETpwDcyTWVPzw3s_Jk8,JP Sartre,2004,books.google.com,During the Algerian War Jean-Paul Sartre reappraised his own philosophical and politicalthought and wrote it up as a critique of dialecticalreason. In this first volume of his writings a …,2116
[BOOK][B]Judgement andreasoningin the child,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203207260&type=googlepdf,J Piaget,2002,api.taylorfrancis.com,"…analogiesbetween words or objects that have nothing to do with each other, to bringheterogeneous phenomena into relation with each other, to find areason… able to give areasonfor …",4133
"A multitask, multilingual, multimodal evaluation of chatgpt onreasoning, hallucination, and interactivity",https://arxiv.org/abs/2302.04023,Y Bang,2023,arxiv.org,…Reasoning: We tested 10 differentreasoningcategories with … inductivereasoningthan indeductive or abductivereasoning. … maticalreasoningwhile showing better temporalreasoning. …,1669
[BOOK][B]The way we think: Conceptual blending and the mind's hidden complexities,https://books.google.com/books?hl=en&lr=&id=FdOLriVyzwkC&oi=fnd&pg=PR12&dq=Analogy+Reasoning&ots=4zlCd0_V6G&sig=3Vj1p--zHgnlh1omH1Q6yovYxTw,G Fauconnier,2008,books.google.com,"… We find such ananalogytrivial because the complex cognitive processes …reasonthat thereis a coffee cup to be seen, so we feel that we see the analogy because there is ananalogyto …",12679
"[BOOK][B]Weighing goods: Equality, uncertainty and time",https://books.google.com/books?hl=en&lr=&id=RsIrDwAAQBAJ&oi=fnd&pg=PP2&dq=Analogy+Reasoning&ots=ijhKAYtVra&sig=3mEJcFfPQw6QT-ytV-TShTsXmy8,J Broome- 2017,2017,books.google.com,"… At present we have areasonto rescue the miner who is now trapped, and thisreasonfully… In the example of Table 7, though,analogousreasoningwould be more dubious. In the first …",1622
[BOOK][B]Reasoningabout uncertainty,https://books.google.com/books?hl=en&lr=&id=ih-QDgAAQBAJ&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=5EMDT7S0O1&sig=Yj4CcObBS9UYVQUtXm2FlKn8r_w,JY Halpern- 2017,2017,books.google.com,… represent it andreasonabout it. How to do that is what this book is about. …reasoningaboutuncertainty can be subtle and that it requires a careful formal analysis. So how do wereason…,1819
Knowledge acquisition: Enrichment or conceptual change?,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315807805-11/knowledge-acquisition-enrichment-conceptual-change-susan-carey,S Carey - The epigenesis of mind,2014,taylorfrancis.com,"… each other, and if we can, foranalogousreason, under stand texts written in a language thatis … One can see noreasonthat these sentences are juxtaposed. A good translation not only …",860
[BOOK][B]Info-gap decision theory: decisions under severe uncertainty,https://books.google.com/books?hl=en&lr=&id=yR9H_WbkIHkC&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=9keXDNBbU3&sig=f7VzplEkL9RU4Ut1alltZgSYFaw,Y Ben-Haim,2006,books.google.com,"… This is based onreasoningbyanalogywhich, though … from the norm we find a strikinganalogyto Leibniz' conception of space… This spatialanalogyfor info-gap uncertainty demonstrates …",1824
Shared cooperative activity,https://www.jstor.org/stable/2185537,ME Bratman- The philosophical review,1992,JSTOR,… The point I go on to make in the text is that intentions in favor of joint activities can playanalogousroles in structuring furtherreasoning. 9Though we can still retain a distinction between …,1852
The role of consciousreasoningand intuition in moral judgment: Testing three principles of harm,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2006.01834.x,F Cushman,2006,journals.sagepub.com,"… that a hallmark of consciousreasoningis that the …reasoningduring judgment, one mayconclude that these principles are at least available for conscious processes of moralreasoning. …",1636
[BOOK][B]Knowledge representation andreasoning,https://books.google.com/books?hl=en&lr=&id=ln6Ux-EZm6YC&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=zfDKhWPbb1&sig=0OL-47iAFQDw7CcjDWMomEkkqNQ,R Brachman,2004,books.google.com,"… symbolically, and how automatedreasoningprocedures can make this knowledge available… intuitive form, and the basics ofreasoningwith that representation are explained in detail. …",1921
"Think you have solved question answering? try arc, the ai2reasoningchallenge",https://arxiv.org/abs/1803.05457,P Clark,2018,arxiv.org,"…ReasoningChallenge (ARC), which requires far more powerful knowledge andreasoning… We provide more example questions, and a catagorization of the knowledge andreasoning…",2326
Human error: models and management,https://www.bmj.com/content/320/7237/768?ath_user=efschouston002&ath_ttok=%3CTPEEDaMygDfSrj8WwQ%3E,JReason- Bmj,2000,bmj.com,"… To use anotheranalogy: active failures are like mosquitoes. They can be swatted one byone, but they still keep coming. The best remedies are to create more effective defences and to …",9756
[BOOK][B]Rethinking university teaching: A conversational framework for the effective use of learning technologies,https://www.taylorfrancis.com/books/mono/10.4324/9781315012940/rethinking-university-teaching-diana-laurillard,D Laurillard- 2013,2013,taylorfrancis.com,… Theanalogythey use for students having inert concepts is … We have to be careful withanalogies. Many engineering … Thereasonfor unpacking theanalogyis that many lecturers …,9899
Quantifying qualitative analyses of verbal data: A practical guide,https://www.tandfonline.com/doi/abs/10.1207/s15327809jls0603_1,MTH Chi- The journal of the learning sciences,1997,Taylor & Francis,"… Thereasonfor segmenting is that one has to determine what constitutes a unit of analysis,analogousto a single trial in an experimental design. (Sometimes one can bypass the …",2821
"[BOOK][B]The claim ofreason: Wittgenstein, skepticism, morality, and tragedy",https://books.google.com/books?hl=en&lr=&id=ttjhBwAAQBAJ&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=RHKP7SwoTe&sig=W09P-39av9hz1Sw52NanOid5JM0,S Cavell,1999,books.google.com,"… Arguments fromanalogyand from design 393 Frog body and frog soul 395 Am I, or am I in,… for onereasonor another; and perhaps that one senses oneself for onereasonor another to …",4623
[BOOK][B]The rhetoric of economics,https://books.google.com/books?hl=en&lr=&id=RDwsPG2KmXYC&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=rfkWFHhtwL&sig=fbB8aJ0KLZs_B4q8dGo6NscL2hc,DN McCloskey,1998,books.google.com,… equations (reason1) depends on the authority of the traditions about error terms (reason8)or … (reason9) than to see howanalogyand introspection can be reduced to econometrics. …,5524
Cognitive flexibility theory: Advanced knowledge acquisition in ill-structured domains,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315807812-55/cognitive-flexibility-theory-advanced-knowledge-acquisition-ill-structured-domains-rand-spiro-richard-coulson-paul-feltovich-daniel-anderson,RJ Spiro,2019,taylorfrancis.com,"… Third, to the extent that performance in future cases will requirereasoningfrom sets ofprecedent … anotheranalogyto counteract those specific negative effects of the earlieranalogy. …",2150
Reconciliation through the public use ofreason: remarks on John Rawls's political liberalism,https://www.jstor.org/stable/2940842,J Habermas - The journal of philosophy,1995,JSTOR,"… Either we understand 'reasonable' in the sense of practicalreasonas synonymous with 'morallytrue', that is, as a validity conceptanalogousto truth and on the same plane as …",1587
[BOOK][B]Probability theory: The logic of science,https://books.google.com/books?hl=en&lr=&id=tTN4HuUNXjgC&oi=fnd&pg=PR17&dq=Analogy+Reasoning&ots=H8MxoBJvS4&sig=mZBfN70NQepevNDubXIE2YVRNSw,ET Jaynes,2003,books.google.com,"…reasoningprocess which led to the theorem in the first place almost always involves one ofthe weaker forms (based, for example, on following up conjectures suggested byanalogies). …",9058
Film: Visualreasoningwith a general conditioning layer,https://ojs.aaai.org/index.php/AAAI/article/view/11671,E Perez,2018,ojs.aaai.org,"… We show that FiLM layers are highly effective for visualreasoning— answering image-…that do not explicitly modelreasoning. Specifically, we show on visualreasoningtasks that FiLM …",2553
[BOOK][B]How to assess higher-order thinking skills in your classroom,https://books.google.com/books?hl=en&lr=&id=AFIxeGsV6SMC&oi=fnd&pg=PA1&dq=Analogy+Reasoning&ots=W9cuYHebWa&sig=yP4BM5fuH-m4aJdLiL1K-DBhQwc,SM Brookhart,2010,books.google.com,… The nature of human thought andreasonis the subject of a field of philosophy called …display synthetic or creative thinking to write ananalogousfable and explain that thinking. It also …,2582
[BOOK][B]Towards a transformation of philosophy,https://www.taylorfrancis.com/books/mono/10.4324/9781003448921/towards-transformation-philosophy-karl-otto-apel-glyn-adey-david-frisby,KO Apel,2023,taylorfrancis.com,… of a ‘critique of historicalreason’ that isanalogousto Kant’s Critique of PureReason. Theprovisional title of Dilthey’s programme - ‘The critique of historicalreason’ - suggests where …,956
An iterative regularization method for total variation-based image restoration,https://epubs.siam.org/doi/abs/10.1137/040605412,S Osher,2005,SIAM,"… Byanalogousreasoning, as in the proof of Theorem 3.3, we can derive an estimate of the …• Finite-dimensional approximations: Byanalogousreasoning, one can consider the discrete …",2359
Bias and causal associations in observational research,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(02)07451-2/abstract,DA Grimes,2002,thelancet.com,"… , andreasoningbyanalogyhas sometimes caused harm. Since thalidomide can causebirth defects, for instance, some lawyers (successfully) argued byanalogythat Bendectin (an …",1932
"[BOOK][B]Ramus, method, and the decay of dialogue: From the art of discourse to the art ofreason",https://books.google.com/books?hl=en&lr=&id=ZSeEzVKMghoC&oi=fnd&pg=PA1&dq=Analogy+Reasoning&ots=gH_RKQ5Hjs&sig=TQZaSLC3YxyQUlkAlfWoNSO52zM,WJ Ong,2004,books.google.com,"… His works include the huge posthumousAnalogyof the Microcosm to the Macrocosm (Analogiamicrocosmi ad macrocosmum), which in some ways puts Burton's Anatomy of …",2131
[BOOK][B]The problems of jurisprudence,https://books.google.com/books?hl=en&lr=&id=cWn9DwAAQBAJ&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=eHwk-l0gHW&sig=OSQrPUiYN2I5KFfzqSXbk1Cs2WQ,RA Posner,1993,books.google.com,"… I then discuss legalreasoningas a branch of practicalreasoning, conceived as the diverseset ofreasoningmethods (embracing intuition, authority,analogy, deliberation, interpretation, …",3286
"Psychological theory and the design of innovative learning environments: On procedures, principles, and systems",https://www.taylorfrancis.com/chapters/edit/10.4324/9780203053515-13/psychological-theory-design-innovative-learning-environments-procedures-principles-systems-ann-brown-joseph-campione,AL Brown,2013,taylorfrancis.com,"… In RS, adults model and students practice the use ofanalogiesto note recurrent themes orto explain … Ideally, teachers should know that thereasonwe concentrate on the concept of …",1854
The construction of next-generation matrices for compartmental epidemic models,https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2009.0386,O Diekmann,2010,royalsocietypublishing.org,"…Analogousreasoninggives the expressions for K 12 , K 21 … We show that thereasonis thatthe approaches lead to two … the NGM from epidemiologicalreasoning. This is straightforward …",2405
[BOOK][B]Probabilisticreasoningin intelligent systems: networks of plausible inference,https://books.google.com/books?hl=en&lr=&id=mn2jBQAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=4tEW1J6J47&sig=iN1rviArRnjaSFRrlWA7yczI7ak,J Pearl- 2014,2014,books.google.com,"… To make theanalogycloser to mentalreasoningtasks, let us further imagine that we cancommunicate with headquarters and ask them to wire us a more detailed map of any region …",34288
[BOOK][B]Who is rational?: Studies of individual differences inreasoning,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781410603432&type=googlepdf,KE Stanovich- 1999,1999,api.taylorfrancis.com,"Integrating a decade-long program of empirical research with current cognitive theory, thisbook demonstrates that psychological research has profound implications for current debates …",2811
"[BOOK][B]Wisdom, intelligence, and creativity synthesized",https://books.google.com/books?hl=en&lr=&id=ReWJZM4H5NAC&oi=fnd&pg=PR9&dq=Analogy+Reasoning&ots=ihk47uAgEX&sig=_Op0ieNCUnC4-0JzxrYVUAZwNTY,RJ Sternberg- 2003,2003,books.google.com,"… For example, is a low verbal-analogiesscore due to problems understanding thevocabulary required to solve theanalogiesor is it due to faultyreasoningoperating on known …",2452
[BOOK][B]How judges think,https://books.google.com/books?hl=en&lr=&id=ZVUC8riEVPQC&oi=fnd&pg=PP9&dq=Analogy+Reasoning&ots=4XX3nOFiz0&sig=OJ0Dlc9_fSwCoOSciLv8fXQw5Wk,RA Posner,2010,books.google.com,… We shall see that the legalist tools—including those most hallowed ones ofreasoningbyanalogyand strictly interpreting statutes and constitutions come up short: the first is empty and …,1730
"Executive attention, working memory capacity, and a two-factor theory of",https://books.google.com/books?hl=en&lr=&id=nc6l9BpNg0EC&oi=fnd&pg=PA145&dq=Analogy+Reasoning&ots=jwu7CjjcyO&sig=5DPy510BzNuK-Z0gjOUxOU-JY1k,RW Engle,2004,books.google.com,"… In addition to the span tasks, subjects completed a variety of standardized tasks reflectingverbalreasoning(eg,analogies, reading comprehension, remote associates), spatial …",1840
[BOOK][B]Experiencing school mathematics: Traditional and reform approaches to teaching and their impact on student learning,https://www.taylorfrancis.com/books/mono/10.4324/9781410606365/experiencing-school-mathematics-jo-boaler,J Boaler- 2002,2002,taylorfrancis.com,"NORTH AMERICAN RIGHTS ONLY: This is a revised edition of Experiencing SchoolMathematics first published in 1997 by Open University Press, © Jo Boaler. This revised edition is …",2011
An introduction to case-basedreasoning,https://link.springer.com/article/10.1007/BF00155578,JL Kolodner- Artificial intelligence review,1992,Springer,… Case-basedreasoningcan mean adapting old solutions to … critique new solutions; orreasoningfrom precedents to interpret …reasoningand the tasks for which case-basedreasoningis …,1599
Size effects in materials due to microstructural and dimensional constraints: a comparative review,https://www.sciencedirect.com/science/article/pii/S1359645498002316,E Arzt- Acta materialia,1998,Elsevier,… It is demonstrated that such an approach can reveal interestinganalogiesbetween … Thereasonfor the strong drop in coercivity at grain sizes below the wall thickness lies in a new …,1500
[BOOK][B]Thereasoningvoter: Communication and persuasion in presidential campaigns,https://books.google.com/books?hl=en&lr=&id=fAT-IREgyQ8C&oi=fnd&pg=PP13&dq=Analogy+Reasoning&ots=6ef8w_lh58&sig=4JgpWgQtNRTu5hy0OX4LYQfJ5yc,SL Popkin- 1991,1991,books.google.com,"… Thisanalogyis appropriate because the voter expends time and effort in the expectation of… The investoranalogy, as I will use it, does something the consumeranalogycannot. It draws …",6351
Topological insulators and superconductors,https://journals.aps.org/rmp/abstract/10.1103/RevModPhys.83.1057,XL Qi,2011,APS,"… However, there is an exception to this theorem, which isanalogousto thereasonwhy achiral liquid can exist in the QH effect. A helical liquid with an odd number of fermion branches …",15962
[BOOK][B]Knowledge and practical interests,https://books.google.com/books?hl=en&lr=&id=ZkUTDAAAQBAJ&oi=fnd&pg=PR12&dq=Analogy+Reasoning&ots=6VrWexNUAt&sig=DRN4iY8dqOpx8Cgk5CVV0Uf06Bo,J Stanley- 2005,2005,books.google.com,"… The obviousreasonwhy Hannah should not wait until … For a similarreason, the reactions wehave to virtually all of the cases I … putativeanalogy, because this is ananalogycontextualists …",1817
"[BOOK][B]Philosophy in a new key: A study in the symbolism ofreason, rite, and art",https://books.google.com/books?hl=en&lr=&id=TL4xbZojMh0C&oi=fnd&pg=PA3&dq=Analogy+Reasoning&ots=g2cZ8XUzsK&sig=kmXXA1kThqO3ObIQuIwkwyjRkyo,SK Langer,2009,books.google.com,Modern theories of meaning usually culminate in a critique of science. This book presents astudy of human intelligence beginning with a semantic theory and leading into a critique of …,10774
"Dual-processing accounts ofreasoning, judgment, and social cognition",https://www.annualreviews.org/content/journals/10.1146/annurev.psych.59.103006.093629,JSBT Evans- Annu. Rev. Psychol.,2008,annualreviews.org,… Both theories include proposals that could account for pragmatic influences onreasoningand for the relation ofreasoningaccuracy to individual differences in cognitive capacity. …,7335
"[BOOK][B]Moral tribes: Emotion,reason, and the gap between us and them",https://books.google.com/books?hl=en&lr=&id=2zqNDQAAQBAJ&oi=fnd&pg=PA1&dq=Analogy+Reasoning&ots=OPfqqYUgKP&sig=Z-ulNfVL4OrZw7sXk7O2m7MOsb8,J Greene- 2014,2014,books.google.com,"… I've therefore devised the following notation system,analogousto the chili pepper heat indexused on Asian food menus: Asterisks are used to indicate additional material in the notes (*…",2887
Stratified rule-aware network for abstract visualreasoning,https://ojs.aaai.org/index.php/AAAI/article/view/16248,S Hu,2021,ojs.aaai.org,"… In this section, we first give a formal definition of the abstractreasoningtask on the RPMtest. Then we introduce the inductive-biased framework, and present our Stratified Rule-Aware …",104
Towards modelling andreasoningsupport for early-phase requirements engineering,https://ieeexplore.ieee.org/abstract/document/566873/,ESK Yu- Proceedings of ISRE'97: 3rd IEEE International …,1997,ieeexplore.ieee.org,"… elements of the ScheduleMeeting task are represented as subgoals, subtasks, or resourcesdepending on the type of freedom of choice as to how to accomplish them (analogousto the …",2275
[BOOK][B]Reasoningand choice: Explorations in political psychology,https://books.google.com/books?hl=en&lr=&id=7mJw5IHI0lYC&oi=fnd&pg=PR8&dq=Analogy+Reasoning&ots=Ye4E-GLZnv&sig=MZsbeM_CRDJDhK9sKUm4WdcnK9M,PM Sniderman,1991,books.google.com,… Theanalogyto problem solving offers a clue to the organization of belief systems. Tospeak in terms of problem solving is to imply that political choices presented to people come …,3662
Tolerance approximation spaces,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d0f2080803b6891556fc13048fc39cbafe3212bf,A Skowron,1996,Citeseer,… We obtain the solutions of the reduction problems by applying booleanreasoning1]. The …The second one is related to structural elements introduced byanalogywith mathematical …,1199
